Gender,PROGN,IMMIG,LANGN,REPEAT,FAMSUP,ESCS,municipality_size,degree_of_competition,external_evaluation,math_grouping,additional_math_classes,track_student_attendance,SCHLTYPE,SCHSIZE,PROATCE,PROPSUPP,INSTLEAD,RATCMP1,STAFFSHORT,STUBEHA,TEACHBEHA,CLSIZE,SCSUPRTED,PROBSCRI,DIGPREP,SCHAUTO_ORDINAL,EDUSHORT_binned
Female,Technical,Native student,Other,Never repeated,-0.3284,-0.3128,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,No,For all classes,No,Yes,Public,690.0,0.8031,0.2162,-0.667,0.7025,0.1964,0.048,-0.5205,21-25 students,Some support from education authorities,-1.0628,-0.2788,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,-0.7727,-0.7707,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,No,For all classes,No,Yes,Public,690.0,0.8031,0.2162,-0.667,0.7025,0.1964,0.048,-0.5205,21-25 students,Some support from education authorities,-1.0628,-0.2788,2.0,Middle
Female,Technical,Native student,Italian,Never repeated,1.6381,-1.7128,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,No,For all classes,No,Yes,Public,690.0,0.8031,0.2162,-0.667,0.7025,0.1964,0.048,-0.5205,21-25 students,Some support from education authorities,-1.0628,-0.2788,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,-0.7383,-2.2507,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,No,For all classes,No,Yes,Public,690.0,0.8031,0.2162,-0.667,0.7025,0.1964,0.048,-0.5205,21-25 students,Some support from education authorities,-1.0628,-0.2788,2.0,Middle
Male,Technical,Native student,Other,Never repeated,,-0.6464,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,No,For all classes,No,Yes,Public,690.0,0.8031,0.2162,-0.667,0.7025,0.1964,0.048,-0.5205,21-25 students,Some support from education authorities,-1.0628,-0.2788,2.0,Middle
Male,Technical,Native student,Italian,Never repeated,0.3318,-0.4742,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,No,For all classes,No,Yes,Public,690.0,0.8031,0.2162,-0.667,0.7025,0.1964,0.048,-0.5205,21-25 students,Some support from education authorities,-1.0628,-0.2788,2.0,Middle
Female,Technical,Native student,Italian,Never repeated,,-1.8023,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,No,For all classes,No,Yes,Public,690.0,0.8031,0.2162,-0.667,0.7025,0.1964,0.048,-0.5205,21-25 students,Some support from education authorities,-1.0628,-0.2788,2.0,Middle
Female,Technical,Immig student,Other,Never repeated,0.2063,-0.733,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,No,For all classes,No,Yes,Public,690.0,0.8031,0.2162,-0.667,0.7025,0.1964,0.048,-0.5205,21-25 students,Some support from education authorities,-1.0628,-0.2788,2.0,Middle
Male,Vocational,Native student,Italian,Never repeated,-0.9921,0.0594,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Female,Vocational,Native student,Italian,Repeated at lease once,1.8235,-1.9713,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Female,Vocational,Immig student,Italian,Never repeated,,-0.6971,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Male,Vocational,Immig student,Other,Repeated at lease once,-0.3741,-1.715,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Male,Vocational,Native student,Italian,Never repeated,-0.7351,0.0901,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Female,Vocational,Native student,Italian,Never repeated,1.6175,-2.1613,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Male,Vocational,Native student,Italian,Never repeated,,-1.7206,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Male,Vocational,Native student,Italian,Never repeated,,-2.0372,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Male,Vocational,Native student,Other,Never repeated,,-0.0076,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Male,Vocational,Immig student,Italian,Never repeated,,-1.7224,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Female,Vocational,Native student,Italian,Never repeated,-0.8641,-0.8276,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Female,Vocational,Native student,Italian,Never repeated,1.7065,-2.0141,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Male,Vocational,Native student,Italian,Never repeated,-1.3414,-1.8944,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Female,Vocational,Native student,Italian,Never repeated,0.0253,-2.1415,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Female,Vocational,Native student,Italian,Never repeated,1.4729,-1.6236,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Female,Vocational,Immig student,Italian,Never repeated,-0.1491,0.2959,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Male,Vocational,Immig student,Other,Never repeated,1.8984,-2.1315,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Female,Vocational,Immig student,Other,Never repeated,-1.6024,-2.0434,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Male,Vocational,Immig student,Italian,Never repeated,-2.6482,-1.7442,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Male,Vocational,Native student,Italian,Never repeated,-0.6208,-0.4156,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Male,Vocational,Native student,Italian,Never repeated,-0.3858,-1.7327,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Male,Vocational,Immig student,Italian,Never repeated,-0.7959,0.028,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Female,Vocational,Native student,Italian,Never repeated,1.7151,-1.3876,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Male,Vocational,Native student,Italian,Repeated at lease once,-1.2822,-1.8315,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Male,Vocational,Native student,Italian,Never repeated,,-0.55,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Female,Vocational,Native student,Other,Repeated at lease once,,-1.8961,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Male,Vocational,Immig student,,,,,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Male,Vocational,Native student,Italian,Never repeated,-0.9731,-2.0807,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Female,Vocational,Native student,Italian,Never repeated,-0.2223,-1.8683,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
Male,Vocational,Native student,Italian,Repeated at lease once,1.6429,-1.7713,A city (100 000 to about 1 000 000 people),There are no other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,No,Yes,Public,734.0,1.0,0.1964,-0.4312,1.2072,-1.4551,0.9871,0.1842,15 students or fewer,A lot of support from education authorities,0.3285,0.7409,2.0,Low
